tweets,type,class
هذا مزال ماتفرجت فيه العز ,positive,dialectal
بعض التفاصيل صغير اللي شادة ليا الدماغ صافي,positive,dialectal
القرى الجبلية هيا اللي فيها مايتشاف,positive,dialectal
صباح النور خويا,positive,dialectal
اللهم أمين الله يرحموا ويوسع,positive,dialectal
بنادم اضحك فكلشي حتى الموت والتلاعب في المشاعر ديال الناس,negative,dialectal
الله يرحمو ويوسع عليه إنا لله وإنا إليه راجعون,positive,dialectal
فعلا ايام كانت زوينة,positive,dialectal
 سعداتك,positive,dialectal
المدرب دار خطأ فاش دخل سانشيز عوض لوكاكو,negative,dialectal
صباح أخي محمد نهار مبرووك,positive,dialectal
العياقة ديال والو,negative,dialectal
تفرجي فيه قصة فشكل,positive,dialectal
بزاف هاد الفيلم,positive,dialectal
والصداع من الفوق حتى الليل حتى تبان ليهم الهضرة او مايسكتوش,negative,dialectal
اللهم أمين اخويا,positive,dialectal
انا مسامح ليها,positive,dialectal
بصحة والراحة,positive,dialectal
وييه اخويا فيما قلبتي وجهك كتلقى غير الحضيض,negative,dialectal
الله يخليها ليك,positive,dialectal
المجرم اللي نهار او مطال ونتا كتقلب عليه هاهو كيلعب فالجردة,negative,dialectal
الله يعزك اخويا محمد,positive,dialectal
اكادير مابقا فيها مايتشاف,negative,dialectal
بنادم معندوش الوجه,negative,dialectal
تعطي لبنادم الماكلة وزايدها بالتعياب,negative,dialectal
تفرجي ف ا لدار مكاين ماحسن,positive,dialectal
بلا ماتمشي غادي إنوص غالصداع الحجر غادي إنوض عاوتاني,negative,dialectal
العفو مع هاد القوم,negative,dialectal
اكبر عصابة في أمريكا هما شركات التأمين راه ارباحهم خرافية,negative,dialectal
الفساد خرج على هاد البلاد,negative,dialectal
مايكون معاك باس,positive,dialectal
يلا قلنا غادي اسالي هاد الشهر بدون مشاكل ولافضائح خرجات لينا إنفلونزا الخنازير و فضيحة بنت طهور من جنب,negative,dialectal
الله يشافيها,positive,dialectal
الله ياخذ فيهم الحق,negative,dialectal
ويجي شي واحد يقولك فرنسا دولة ديمقراطية وهي من أكبر الدول عنصرية وقتل في التاريخ,negative,dialectal
واش كاين ذل كثر من هذا,negative,dialectal
هذا عندو شي عقل ,negative,dialectal
الرمضاني وحلات ليه الهضرة,negative,dialectal
الله يعفو على الجميع,positive,dialectal
تفكرت ايام الزمن الجميل,positive,dialectal
صباح نور راه عرفت يا استاذ غير يلاه جابتها الظرووف باش ندوي عليها,positive,dialectal
هادي كاينة عندك,positive,dialectal
وقيلا السخانة هاديك بالشفاء إن شاء الله,positive,dialectal
بركان كيقدم مبارة جيدة بالتوفيق ليهم,positive,dialectal
كانت أيام زوينة,positive,dialectal
عدم تواجد نافاس وكورتوا سيعرض الريال لهزيمة ساحقة,negative,dialectal
هذا عام الإصابات للريال من بعد بنزيمة هاهو نافاس تابعو,negative,dialectal
وييه اخويا الله يكون فالعون,positive,dialectal
كيقلب على والديهم ماشي حبا فيهم انما باش اعرف اش دار لبهم فاش لاحوه في الزنقة,negative,dialectal
اذا كان خائف فله ان يستقيل من منصبه,negative,dialectal
العثماني ليس لديه الجرأة لقول لا,negative,dialectal
الشعب عارف شكون اللي دار هاشي العثماني معندوش الجراءة باش يهظر ويفترك الزمر كلو,negative,dialectal
رونو كيخلصوا للعاملين درهم وبغاو يتحكمو في شعب بأكملو,negative,dialectal
وانت مال أهلك,negative,dialectal
ناري علا شوفات بحال القرطاس,negative,dialectal
الله يرحمو ويصبركم على مابتلاكم وإنا لله وإنا اليه راجعون,positive,dialectal
وسبب الإنتفاخ مايكون غير التعذيب الجسدي اللي كيتمارس عليه,negative,dialectal
هادي قافية واعرة,positive,dialectal
التقارير ديال والو,negative,dialectal
هناك العديد من الأفلام لكن الذي صدمني أكثر هو شعوري عند مشاهدة الفيلم لا أعرف كيف اصفه لحد الأن,negative,dialectal
واش هادو مكايناش في قلوبهم الرحمة,negative,dialectal
اوا مبارك اومسعود,positive,dialectal
هضرة خاوية فيناهما فلوس الفوسفاط فيناهما فلوس الذهب ديال منجم اقا فيناهما فلوس الضرائب اللي ستثمرتو في إفريقيا فينهوما فلوس القصر هلكتونا ضرائب في المواد الإستهلاكية في الأدوية في البنزين هانت كل شيء العاصفة التي تعصف بكم وبالجميع قد اقت,negative,dialectal
طيبتونا بالشفاوي,negative,dialectal
ولد الحرام ,negative,dialectal
باعوا أنفسم بحفنة من المال والجنس,negative,dialectal
الله يرحمو,positive,dialectal
مبرووك للمنتخب البلجيكي كيستحقوا الفوز,positive,dialectal
ربي واش مكتحشموس يا إعلام العار,negative,dialectal
الضحك اللي تدار على السعودية غادي نهجروه غدا,negative,dialectal
 إدير الله اللي فيها الخير,positive,dialectal
اودي راه الفقصة,negative,dialectal
الله يلعنها بوها قاعدة فيك ارونار,negative,dialectal
ماشعرت حتى سبيتو عصبني ,negative,dialectal
عواشر مبروكة اخويا يونس,positive,dialectal
هادي واعرة ,positive,dialectal
طريقة الكلام ديالو بحال ديال العاهرات,negative,dialectal
الله يوفقها ويوفق الجميع,positive,dialectal
باش تعرفي الغباء نتاع المسؤولين دياولنا السيد مافاهام والو وتيبغي إشرح باز حاشي صنتيحتو صحة,negative,dialectal
الحكومة مبغاتش تتنازل حتى حنا مغاديش نتنازلوا والأيام بينتنا,negative,dialectal
غير بغا يلعب معاك ,positive,dialectal
وحنا مالنا إيديروه بالطريقة البوذية و اليهودية مواضيع تافهة بحالكم,negative,dialectal
صدمني زيدان هاد النهار اش بغا عندي,negative,dialectal
صدام الله يرحمه كان الجدار العظيم اللي صد إيران الأن إيران تمرح في الخليج بدون حسيب ولا رقيب,positive,dialectal
مشات الرجولة,negative,dialectal
ديال جودة هاديك ياحسرتاه,negative,dialectal
مغاديش نتافقو معاكم,negative,dialectal
ماشي لخاطرك راه راك عايش في المغرب,negative,dialectal
اش غادي نقول ليك غير الله يلعن اللي مايحشم كتدافع على شركة فرنسية والشعب المقهور المطحون مهاز ليه كاع الهم,negative,dialectal
هاديك شروط تعجيزية باش المغرب ماينظمش كأس العالم,negative,dialectal
بصحة و الراحة ياعقيد,positive,dialectal
الوعي مكاينش عند المعظم إلا القلة القليلة وخا إكون الإنسان مثقق ولكن كتبادر منو تصرفات غير طبيعية,negative,dialectal
حسن نيت ,positive,dialectal
إقدر داك الشخص كان ناقص حنان لفقدان الأم ديالو من صغرو ولقاه في الزوجة داكشي علاش كيعاملها بلطف شديد او أنها يتيمة وكيحاول ميجرحهاش,positive,dialectal
بعتو الدين بعرض الدنيا نوض تشلل,negative,dialectal
اللي شاديين قسم الإشهار لا علاقة,negative,dialectal
على قلة الإبداع,negative,dialectal
اودي السلامة صافي هادشي من علامات الساعة,negative,dialectal
