tweets,type,class
وقت لي بغيتو و انا لي عارضة عليكم,positive,dialectal
مرحبا,positive,standard
هاتفك ذو الاف درهم احسن بكثير,positive,standard
مساء الخير ,positive,standard
الله يوفقها و يخليها ليكم و يخليكم ليها ,positive,dialectal
اش اودي بغيتي عندي بديك الكمارة كايخلع ,negative,dialectal
بلا احراج ديال تصاور ولكن انا الصراحة تبدلات حياتي درجة من لدابا ان شاء الله الي جاي احسن و احسن لينا جميعا ,positive,dialectal
الله يحفظك,positive,standard
ربي يخليك ا ختي نورك هاداك و عيد ميلاد سعيد الله يداوم المحبة ,positive,dialectal
 غالبا عندك الحق,positive,dialectal
الله يكبر بيك,positive,dialectal
 بزاف بزاف ا ختي امل تكايسي ربي يخليك ,positive,dialectal
واييه ولكن راه الملل ,negative,dialectal
تحياتي المتبادلة استاذ,positive,standard
 بالصحة ,positive,standard
احسن حاجة حق ربي,positive,dialectal
انا قديمة و باقي كانتصدم و نتخلع ملي كانسمع هادشي ,negative,dialectal
تصبحون على حب ,positive,standard
وراه هادشي لي كانقوليهم من الصباح المشكلة فلي كايتفرج ماشي فلي مصور,negative,dialectal
الله ينورك كيما نورتيني ,positive,dialectal
دابا الى حسبنا عدد الي كاينشرو حياتهم و يصوروها راه اقل بكثير من لي كايتفرجو فيهم يعني اللولين نقولو حالة شاذة دوك الملايين الاخرين راه هما المصيبة الكبيرة,negative,dialectal
تماما ,positive,standard
شحال كانحتاقرهم و المرا لي كادوز ساعة كاتماكيي و ولادها مخرجاهم حالتهم بحوايج الدار و مسخين,negative,dialectal
شكراا,positive,standard
و ايامك يا رب لهلا يخطيك الزين اينو ,positive,dialectal
عيد ميلاد سعيد ,positive,standard
ماعرت علاش مازعمتش عليه بديت شوية ف الحلقة الاولى و ماكملتش ,positive,dialectal
تباارك الله,positive,standard
امين و لك بالمثل الله يحفظك,positive,standard
مممم الله يجعلني نتيق ,positive,dialectal
وا النعاس مانفيقش الصباح هدا هي الراحة ,positive,dialectal
الله يحفظك,positive,standard
عرفتي والله حتى تدگدگت باقي ماوصلتش للدار لحد الان و خدامة غدا ,negative,dialectal
ربي يخليك ,positive,dialectal
شكرا ,positive,standard
خاصني ويكاند من هاد الويكاند عمرني وصلت لهاد النيڤو د العيا و مازال تابعاني الطريق ,negative,dialectal
الله يكبر بيك ا الحاج ,positive,dialectal
الله يحفظك,positive,standard
راني ضحكة نيت,positive,dialectal
واخا الله يحفظك,positive,dialectal
اوك ان شاء الله ,positive,dialectal
الله يداوم المحبة,positive,dialectal
الله يكبر بيك بحال درتيه ,positive,dialectal
شكرا,positive,standard
ماكاين باس,positive,dialectal
الله يسلمك,positive,dialectal
الله يحفظك بالصحة و الراحة,positive,dialectal
تماما ,positive,standard
صنفتيني غير معمرة الوقت و بلا قيمة مضافة,negative,dialectal
الله يكبر بيك ,positive,dialectal
اللهم زد و بارك,positive,standard
الله يرحمها,positive,standard
الله يداوم المحبة,positive,dialectal
امين الله يحفظك,positive,dialectal
 الله يخلينا لينا واليدينا و لي ميتين ليه الله يرحمهم,positive,dialectal
صباح النور ,positive,standard
الله يحفظك,positive,standard
الله يبارك فيك,positive,standard
مسلخير عليكم من جامع الفنا ,positive,dialectal
الله يعطيك الصحة,positive,dialectal
 المسامحة ,positive,dialectal
الله يحفظك,positive,dialectal
بالضبط,positive,standard
سنة امازيغية سعيدة ,positive,standard
امين الله يحفظك,positive,standard
علينا و عليك شكرا,positive,standard
واخا أسيدي ,positive,dialectal
حتى نتا كسول ,negative,dialectal
الله يعطيك الصحة ,positive,dialectal
الله يبارك فيك,positive,dialectal
شكرا لكل من شارك,positive,standard
الاماني في رجاء الله ماتخيب,positive,standard
تشبهين الشمس وقت الشروق,positive,standard
أنا ما أقول إلا ياحظ الزعل ليتك تحبيني كثر ماتزعلين,positive,dialectal
صار ينسى وصار يتعمد يغيب اثر الحكايه كلها كانت احلام,negative,standard
أبتسم للكلام الحلو بس لا تصدقه,positive,standard
احبك لو تكون حاظر,positive,standard
متولع برضاك ورضاك كايد,positive,dialectal
اواه لو تدرين عن بعض الحنين و الشوق لا منه تجبر و افترى,positive,dialectal
الناس للناس لكن انت لي وحدي,positive,dialectal
ما تحن الذكريات الا عليك,positive,standard
لا ذكرتك اشتعل فيني الحنين,positive,dialectal
وأن طواك البعد انا مانسيتك,positive,dialectal
سقاني صوتك البارح مرار الجرح والترحال,positive,standard
لا بأس فلا أحد يهتم لما تفعل مهما تفعل أفعل ما تعتقد أنه صحيح فقط يوما ما سيدركون,positive,standard
النظريه التاريخيه تقول لاتخسر راحتك من اجل الناس اخسر الناس من اجل راحتك,positive,standard
أبتسم,positive,standard
الزمن ماياخذ الا الغالي النأدر,negative,standard
أصبحت أعي جيدا معنى أن يخفق قلبك لصوت رسالة,positive,standard
لن تتوقف الحياة على أشياء خذلتنا فدائما يعوضنا الله بما ھو أفضل,positive,standard
واحشني زمانك,positive,dialectal
تعذبني ولاتدري بعذابي عذاب الحب يذبح من يصيبه,negative,standard
ليتك معي ساهر ليل الهوا كله,positive,standard
ياشبيه صويحبي حسبي عليك,positive,dialectal
انا حبيبي بسمته تخجل الظي,positive,standard
احبك مهما كان الرد,positive,standard
اخترتك من الناس للقلب حبا,positive,standard
يانسيم الصباح سلم علي,positive,standard
ياليل ياجامع على الود قلبين ,positive,standard
ليتك من الحب ماخوفتني,negative,standard
كيف نخفي حبنا والشوق فاضح ,positive,standard
يحاولون التظاهر بقسوة قلوبهم بعدم اهتمامهم بالحب وهم في الحقيقة إليه أحوج وبه تحيا قلوبهم,positive,standard
سبحان الله العظيم رب العرش العظيم,positive,standard
اللي يخون الود يستاهل الصد,negative,dialectal
لا تحرم نفسك أجمل الأشياء ولا تجعل الحزن يفسد اجمل لحظاتك,positive,standard
بعض الكلام طعون يجرح مسامعنا متى نحب بدون تنزل مدامعنا,negative,standard
غصب علي اضيق لا من تذكرت شخص ذخرته ل الزمان وخذلني,negative,standard
على هونك أنا و الشعر و الليل العتيم ونظرة عيونك مثل قلبك مثل كلمة أنا أحبك و طول العمر ما أخونك,positive,dialectal
لا تحدثني عن الحب عاملني به,positive,standard
أصدق المشاعر اللي نعبر عنها بالكتمان,positive,dialectal
نعيم الحب في وصالك,positive,standard
الله عطاك الحظ,positive,standard
عيون تحلم و قلب يتمنى,positive,standard
كانت اجمل امنيه,positive,standard
ضاقت عليها الدروب,negative,standard
ولغيرك قلبي مايميل هذا وعد,positive,standard
فيك انا اشوف الحياة وفيك انا احب العمر,positive,standard
الله يحفظك,positive,standard
صباح الخير سيدي ,positive,standard
 كنت غانتخنق بالماكلة بالضحك ,positive,dialectal
 يا سلام لهلا يخطيك ان شاء الله,positive,dialectal
وكاين بحالي لي عارف ماغايجيه والو و ماكايتسناش راضي بالنصيب ,positive,dialectal
مسلخير صديقي ,positive,dialectal
الله يجيب لي يفهمنا ,positive,dialectal
 الله يهدينا ,positive,dialectal
بالصحة,positive,standard
كاين امل هاد العام ,positive,dialectal
داكشي انا كاندير خير البر عاجلة ,positive,dialectal
منا و منكم صالح الاعمال,positive,standard
عمرك تندم حيت درتي النية,positive,dialectal
صلاة العشاء يا شباب ,positive,standard
 دارو لينا ا الارهاب ا خاي ,negative,dialectal
شكرا,positive,standard
شقيق امسية سعيدة ,positive,standard
الحب ,positive,standard
